,title,authors,blurb,citations,citation_rate,year,link
275,Combining machine learning and natural language processing for automatic keyword extraction,['A Hulth'],Automatic keyword extraction is the task of automatically selecting a small set of terms describing the content of a single document. That a keyword is extracted means that it is present verbatim in the document to which it is assigned. This dissertation discusses the ,83,4.882352941176471,2004,https://www.diva-portal.org/smash/record.jsf?pid=diva2:190127
276,Natural language processing in the electronic medical record: assessing clinician adherence to tobacco treatment guidelines,"['B Hazlehurst', 'DF Sittig', 'VJ Stevens', 'KS Smith']","Background Comprehensively assessing care quality with electronic medical records (EMRs) is not currently possible because much data reside in clinicians' free-text notes. Methods We evaluated the accuracy of MediClass, an automated, rule-based classifier of ",83,5.1875,2005,https://www.sciencedirect.com/science/article/pii/S0749379705003028
277,Natural language processing and query driven information retrieval,"['V Tsourikov', 'I Sovpel', 'L Batchilo']","In a digital computer, the method of processing a natural language expression entered or downloaded to the computer that includes (1) identifying in the expression expanded subject, action, object components that includes at least four components, subject, action ",83,4.368421052631579,2002,https://patents.google.com/patent/US20020010574A1/en
278,Machine Learning Systems and Methods for Improved Natural Language Processing,"['M Beggelman', 'Y Smychkovich']","Disclosed is a method to generate at least one new set of concepts to be used to perform natural language processing (NLP) on data. The method includes receiving one or more sources of input data, and determining, based on the one or more sources of input data and ",83,6.916666666666667,2009,https://patents.google.com/patent/US20090119095A1/en
279,Assisted behavior driven development using natural language processing,"['M Soeken', 'R Wille', 'R Drechsler']","Abstract In Behavior Driven Development (BDD), acceptance tests provide the starting point for the software design flow and serve as a basis for the communication between designers and stakeholders. In this agile software development technique, acceptance tests are written ",83,9.222222222222221,2012,https://link.springer.com/chapter/10.1007/978-3-642-30561-0_19
280,Natural language processing and knowledge representation: language for knowledge and knowledge for language,"['SC Shapiro', 'LM Iwánska']","The use of logic for knowledge representation and reasoning systems is controversial. There are, indeed, several ways that standard First Order Predicate Logic is inappropriate for modelling natural language understanding and commonsense reasoning. However, a more ",82,3.9047619047619047,2000,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.29.5456&rep=rep1&type=pdf
281,Natural language processing: a historical review,['KS Jones'],"This paper reviews natural language processing (NLP) from the late 1940's to the present, seeking to identify its successive trends as these reflect concerns with different problems or the pursuit of different approaches to solving these problems and building systems as ",82,3.037037037037037,1994,https://link.springer.com/chapter/10.1007/978-0-585-35958-8_1
282,Using rule-based natural language processing to improve disease normalization in biomedical text,"['N Kang', 'B Singh', 'Z Afzal']","Background and objective In order for computers to extract useful information from unstructured text, a concept normalization system is needed to link relevant concepts in a text to sources that contain further information about the concept. Popular concept ",82,10.25,2013,https://academic.oup.com/jamia/article-abstract/20/5/876/2909203
283,Systems and methods for pairing of a semantic network and a natural language processing information extraction system,"['J Faletti', 'HA Stockley', 'HJ Wells', 'TA Murphy']","Abstract Systems and methods for coupling a semantic network editing tool and a natural language processing (NLP) system are disclosed. In one embodiment, a network editing tool includes or is connected to an application module configured to facilitate queries to the NLP ",82,10.25,2013,https://patents.google.com/patent/US8442940B1/en
284,"Unification categorial grammar: A concise, extendable grammar for natural language processing","['J Calder', 'E Klein', 'H Zeevat']","TheSe rules state that in the case of function application, the resulting category is simply that of the functor with its active sign removed; the semantics and phonology of the result are those of the functor, thus effecting a very strict kind of Head Feature Convention. Note in ",82,2.484848484848485,1988,https://www.aclweb.org/anthology/C88-1018.pdf
285,Negation's not solved: generalizability versus optimizability in clinical natural language processing,"['S Wu', 'T Miller', 'J Masanz', 'M Coarr', 'S Halgrim']",A review of published work in clinical natural language processing (NLP) may suggest that the negation detection task has been “solved.” This work proposes that an optimizable solution does not equal a generalizable solution. We introduce a new machine learning ,82,11.714285714285714,2014,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0112774
286,Natural language processing and information retrieval,"['US Tiwary', 'T Siddiqui']",Abstract Natural Language Processing and Information Retrieval is a textbook designed to meet the requirements of engineering students pursuing undergraduate and postgraduate programs in computer science and information technology. The book attempts to bridge the ,81,6.230769230769231,2008,https://dl.acm.org/citation.cfm?id=1481140
287,Optical character recognition errors and their effects on natural language processing,['D Lopresti'],"Errors are unavoidable in advanced computer vision applications such as optical character recognition, and the noise induced by these errors presents a serious challenge to downstream processes that attempt to make use of such data. In this paper, we apply a new ",81,6.75,2009,https://link.springer.com/article/10.1007/s10032-009-0094-8
